Goals,Level,Days,Time,Equipments,Gender,Workout
Build Muscle,Intermediate,1,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Bench Press - Cluster Sets', 'sets': 8, 'reps': 5}, {'exercise': 'Incline Dumbbell Bench Press - Superset #1', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Dumbbell Flye - Superset #1', 'sets': 3, 'reps': 10}, {'exercise': 'Machine Chest Press - Superset #2', 'sets': 3, 'reps': 10}, {'exercise': 'Pec Dec or Cable Crossovers - Superset #2', 'sets': 3, 'reps': 10}, {'exercise': 'Dips - Superset #3', 'sets': 3, 'reps': 15}, {'exercise': 'Push Ups - Superset #3', 'sets': 3, 'reps': 15}], [{'exercise': 'Dumbbell Flye or Cable Crossover - Pre-Fatigue', 'sets': 5, 'reps': 10}, {'exercise': 'Paused Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 11}, {'exercise': 'Decline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Pec Dec or Machine Bench Press - Burn', 'sets': 2, 'reps': 35}], [{'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Cable Crossovers to Upper Chest', 'sets': 5, 'reps': 10}, {'exercise': 'Push Ups with Feet on Bench', 'sets': 5, 'reps': 15}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Flyes', 'sets': 5, 'reps': 13}, {'exercise': 'Dips or Push Ups', 'sets': 5, 'reps': 15}]]"
Build Muscle,Beginner,1,15.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Male,"[[{'exercise': 'Incline Barbell Press', 'sets': 3, 'reps': 12}, {'exercise': 'Push Ups with Feet Elevated', 'sets': 3, 'reps': 12}, {'exercise': 'Flat Dumbbell Flys', 'sets': 3, 'reps': 12}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Dumbbell Flys', 'sets': 3, 'reps': 12}], [{'exercise': 'A1: Incline Dumbbell Flys', 'sets': 3, 'reps': 10}, {'exercise': 'A2: Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'A3: Push Ups with Feet Elevated', 'sets': 3, 'reps': 10}], [{'exercise': 'Incline Barbell Press', 'sets': 4, 'reps': 9}, {'exercise': 'Low Incline Dumbbell Flys', 'sets': 3, 'reps': 10}, {'exercise': 'Low Cable Flys', 'sets': 3, 'reps': 12}, {'exercise': 'Weighted Chest Dip', 'sets': 3, 'reps': 12}], [{'exercise': 'Low Incline Barbell Press (in Squat Rack)', 'sets': 3, 'reps': 5}, {'exercise': 'Incline Single Arm Dumbbell Press', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Chest Press Machine', 'sets': 3, 'reps': 12}, {'exercise': 'Incline Cable Flys', 'sets': 3, 'reps': 11}], [{'exercise': 'A1: Incline Smith Machine Chest Press', 'sets': 3, 'reps': 10}, {'exercise': 'A2: Low Incline Dumbbell Flys', 'sets': 3, 'reps': 12}]]"
Build Muscle,Beginner,1,15.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Female,"[[{'exercise': 'Incline Barbell Press', 'sets': 3, 'reps': 12}, {'exercise': 'Push Ups with Feet Elevated', 'sets': 3, 'reps': 12}, {'exercise': 'Flat Dumbbell Flys', 'sets': 3, 'reps': 12}], [{'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Dumbbell Flys', 'sets': 3, 'reps': 12}], [{'exercise': 'A1: Incline Dumbbell Flys', 'sets': 3, 'reps': 10}, {'exercise': 'A2: Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'A3: Push Ups with Feet Elevated', 'sets': 3, 'reps': 10}], [{'exercise': 'Incline Barbell Press', 'sets': 4, 'reps': 9}, {'exercise': 'Low Incline Dumbbell Flys', 'sets': 3, 'reps': 10}, {'exercise': 'Low Cable Flys', 'sets': 3, 'reps': 12}, {'exercise': 'Weighted Chest Dip', 'sets': 3, 'reps': 12}], [{'exercise': 'Low Incline Barbell Press (in Squat Rack)', 'sets': 3, 'reps': 5}, {'exercise': 'Incline Single Arm Dumbbell Press', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Chest Press Machine', 'sets': 3, 'reps': 12}, {'exercise': 'Incline Cable Flys', 'sets': 3, 'reps': 11}], [{'exercise': 'A1: Incline Smith Machine Chest Press', 'sets': 3, 'reps': 10}, {'exercise': 'A2: Low Incline Dumbbell Flys', 'sets': 3, 'reps': 12}]]"
Build Muscle,Beginner,1,67.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Incline Barbell Bench Press *', 'sets': 7, 'reps': 3}, {'exercise': 'Superset - Bench Press', 'sets': 5, 'reps': 11}, {'exercise': 'Superset - Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Machine/Hammer Strength Chest Press', 'sets': 4, 'reps': 13}, {'exercise': 'Tri-Set - Decline Bench Press', 'sets': 5, 'reps': 11}, {'exercise': 'Tri-Set - Decline Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Tri-Set - Dumbbell Pullover', 'sets': 5, 'reps': 11}, {'exercise': 'Superset - Back Extension', 'sets': 4, 'reps': 40}, {'exercise': 'Superset - Cable Crossover', 'sets': 4, 'reps': 18}]]"
Build Muscle,Beginner,1,67.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Incline Barbell Bench Press *', 'sets': 7, 'reps': 3}, {'exercise': 'Superset - Bench Press', 'sets': 5, 'reps': 11}, {'exercise': 'Superset - Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Machine/Hammer Strength Chest Press', 'sets': 4, 'reps': 13}, {'exercise': 'Tri-Set - Decline Bench Press', 'sets': 5, 'reps': 11}, {'exercise': 'Tri-Set - Decline Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Tri-Set - Dumbbell Pullover', 'sets': 5, 'reps': 11}, {'exercise': 'Superset - Back Extension', 'sets': 4, 'reps': 40}, {'exercise': 'Superset - Cable Crossover', 'sets': 4, 'reps': 18}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Bench Press', 'sets': 5, 'reps': 45}, {'exercise': 'Pec Dec', 'sets': 3, 'reps': 5}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 45}, {'exercise': 'Cable Crossovers', 'sets': 3, 'reps': 5}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Bench Press', 'sets': 5, 'reps': 45}, {'exercise': 'Pec Dec', 'sets': 3, 'reps': 5}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 45}, {'exercise': 'Cable Crossovers', 'sets': 3, 'reps': 5}]]"
Increase Strength,Intermediate,2,22.5,"['Barbell', 'Dumbbells']",Male,"[[{'exercise': 'Dumbbell Bench Press *', 'sets': 3, 'reps': 7}, {'exercise': 'Close Grip Bench Press **', 'sets': 2, 'reps': 8}, {'exercise': 'Bench Shrug ***', 'sets': 2, 'reps': 8}], [{'exercise': 'Wide Grip Bench Press *', 'sets': 4, 'reps': 9}, {'exercise': 'High Seated Incline Bench Press OR Dips', 'sets': 4, 'reps': 9}]]"
Increase Strength,Intermediate,2,22.5,"['Barbell', 'Dumbbells']",Female,"[[{'exercise': 'Dumbbell Bench Press *', 'sets': 3, 'reps': 7}, {'exercise': 'Close Grip Bench Press **', 'sets': 2, 'reps': 8}, {'exercise': 'Bench Shrug ***', 'sets': 2, 'reps': 8}], [{'exercise': 'Wide Grip Bench Press *', 'sets': 4, 'reps': 9}, {'exercise': 'High Seated Incline Bench Press OR Dips', 'sets': 4, 'reps': 9}]]"
Build Muscle,Beginner,4,60.0,"['Barbell', 'Dumbbells', 'EZ Bar']",Male,"[[{'exercise': 'Barbell Flat Press', 'sets': 11, 'reps': 7}], [{'exercise': 'Dumbbell Incline Press', 'sets': 11, 'reps': 9}, {'exercise': 'Dumbbell Pullover', 'sets': 11, 'reps': 9}]]"
Build Muscle,Beginner,4,60.0,"['Barbell', 'Dumbbells', 'EZ Bar']",Female,"[[{'exercise': 'Barbell Flat Press', 'sets': 11, 'reps': 7}], [{'exercise': 'Dumbbell Incline Press', 'sets': 11, 'reps': 9}, {'exercise': 'Dumbbell Pullover', 'sets': 11, 'reps': 9}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Flat DB Press', 'sets': 4, 'reps': 3}, {'exercise': 'Incline DB Fly', 'sets': 2, 'reps': 3}, {'exercise': 'Weighted Dips', 'sets': 2, 'reps': 3}, {'exercise': 'Incline Smith Press', 'sets': 1, 'reps': 3}], [{'exercise': 'Leverage Chest Press', 'sets': 1, 'reps': 3}, {'exercise': 'BB Incline Press', 'sets': 3, 'reps': 3}, {'exercise': 'Low Cable Crossover', 'sets': 2, 'reps': 3}, {'exercise': 'Weighted Dips', 'sets': 2, 'reps': 3}], [{'exercise': 'Incline DB Fly', 'sets': 3, 'reps': 3}, {'exercise': 'Cable Crossover', 'sets': 3, 'reps': 3}, {'exercise': 'Bench Press', 'sets': 2, 'reps': 3}, {'exercise': 'Hammer Machine Incline Press', 'sets': 3, 'reps': 3}], [{'exercise': 'Bench Press', 'sets': 2, 'reps': 2}, {'exercise': 'Flat DB Fly', 'sets': 2, 'reps': 2}, {'exercise': 'Hammer Machine Incline Press', 'sets': 2, 'reps': 2}, {'exercise': 'Incline DB Fly', 'sets': 2, 'reps': 2}, {'exercise': 'Decline DB Press', 'sets': 2, 'reps': 2}, {'exercise': 'Weighted Dips', 'sets': 2, 'reps': 2}]]"
Build Muscle,Advanced,1,57.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Dumbbell Fly', 'sets': 3, 'reps': 3}, {'exercise': 'Cable Crossover', 'sets': 2, 'reps': 2}, {'exercise': 'Incline Bench Press', 'sets': 3, 'reps': 3}, {'exercise': 'Seated Chest Press Machine', 'sets': 2, 'reps': 3}], [{'exercise': 'Cable Crossover', 'sets': 1, 'reps': 2}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 3}, {'exercise': 'Smith Machine Incline Bench Press', 'sets': 2, 'reps': 2}, {'exercise': 'Incline Cable Fly', 'sets': 1, 'reps': 3}], [{'exercise': 'Bench Press', 'sets': 3, 'reps': 3}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 2, 'reps': 3}, {'exercise': 'Incline Dumbbell Fly', 'sets': 2, 'reps': 3}, {'exercise': 'Bodyweight Dips', 'sets': 1, 'reps': 3}]]"
Build Muscle,Intermediate,1,25.0,"['Barbell', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Machine Chest Press', 'sets': 3, 'reps': 10}, {'exercise': 'Pec Dec', 'sets': 3, 'reps': 14}]]"
Build Muscle,Intermediate,1,25.0,"['Barbell', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Machine Chest Press', 'sets': 3, 'reps': 10}, {'exercise': 'Pec Dec', 'sets': 3, 'reps': 14}]]"
Build Muscle,Intermediate,1,75.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Male,"[[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': 12}, {'exercise': 'V-Bar Pull Ups', 'sets': 6, 'reps': 13}, {'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Two Arm Dumbbell Rows', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Lat Pull Down', 'sets': 5, 'reps': 12}, {'exercise': 'Dips (Add weight if needed)', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Pullover', 'sets': 5, 'reps': 12}, {'exercise': 'Cable Crossover', 'sets': 5, 'reps': 12}, {'exercise': 'Back Extensions', 'sets': 3, 'reps': 30}, {'exercise': 'Toes to Bar', 'sets': 3, 'reps': 14}]]"
Build Muscle,Intermediate,1,75.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Female,"[[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': 12}, {'exercise': 'V-Bar Pull Ups', 'sets': 6, 'reps': 13}, {'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Two Arm Dumbbell Rows', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Flye', 'sets': 5, 'reps': 12}, {'exercise': 'Lat Pull Down', 'sets': 5, 'reps': 12}, {'exercise': 'Dips (Add weight if needed)', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Pullover', 'sets': 5, 'reps': 12}, {'exercise': 'Cable Crossover', 'sets': 5, 'reps': 12}, {'exercise': 'Back Extensions', 'sets': 3, 'reps': 30}, {'exercise': 'Toes to Bar', 'sets': 3, 'reps': 14}]]"
Build Muscle,Intermediate,1,45.0,"['Cables', 'Dumbbells']",Male,"[[{'exercise': 'Incline Dumbbell Press', 'sets': 1, 'reps': 20}, {'exercise': 'Incline Dumbbell Press', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Crush Press', 'sets': 3, 'reps': 14}, {'exercise': 'Incline Single Arm Chest Fly', 'sets': 3, 'reps': 14}, {'exercise': 'Kneeling Incline Cross', 'sets': 3, 'reps': 14}]]"
Build Muscle,Intermediate,2,67.5,"['Cables', 'Machines']",Male,"[[{'exercise': 'Cable Upright Row (Rest-Pause)', 'sets': 2, 'reps': 20}, {'exercise': 'Hammer Strength Flat Press', 'sets': 2, 'reps': 13}, {'exercise': 'Hammer Strength Decline Press', 'sets': 2, 'reps': 13}, {'exercise': 'Smith Machine Military Press', 'sets': 2, 'reps': 13}, {'exercise': 'Lying Cable Lateral Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Incline Cable Fly', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Overhead Tricep Extension', 'sets': 3, 'reps': 18}, {'exercise': 'Dips', 'sets': 3, 'reps': 18}]]"
Build Muscle,Intermediate,2,67.5,"['Cables', 'Machines']",Female,"[[{'exercise': 'Cable Upright Row (Rest-Pause)', 'sets': 2, 'reps': 20}, {'exercise': 'Hammer Strength Flat Press', 'sets': 2, 'reps': 13}, {'exercise': 'Hammer Strength Decline Press', 'sets': 2, 'reps': 13}, {'exercise': 'Smith Machine Military Press', 'sets': 2, 'reps': 13}, {'exercise': 'Lying Cable Lateral Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Incline Cable Fly', 'sets': 3, 'reps': 15}, {'exercise': 'Cable Overhead Tricep Extension', 'sets': 3, 'reps': 18}, {'exercise': 'Dips', 'sets': 3, 'reps': 18}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Stretch Push Up on Risers', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 7}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Low Incline Fly', 'sets': 3, 'reps': 15}, {'exercise': 'Hammer Strength Machine Bench Press', 'sets': 3, 'reps': 20}]]"
Build Muscle,Beginner,1,67.5,"['Barbell', 'Bodyweight', 'Cables']",Male,"[[{'exercise': 'BB Flat Bench Press*', 'sets': 5, 'reps': 4}, {'exercise': 'DB Incline Press', 'sets': 4, 'reps': 14}, {'exercise': 'Standing High Pulley Cable Fly', 'sets': 4, 'reps': 14}, {'exercise': 'Push-Ups', 'sets': 1, 'reps': 15}], [{'exercise': 'BB Flat Bench Press (with 40x0 tempo)', 'sets': 8, 'reps': 8}, {'exercise': 'DB Incline Fly', 'sets': 4, 'reps': 12}, {'exercise': 'Standing High Pulley Cable Fly', 'sets': 4, 'reps': 14}, {'exercise': 'Seated Chest Press Drop Set*', 'sets': 1, 'reps': 7}], []]"
Build Muscle,Beginner,1,67.5,"['Barbell', 'Bodyweight', 'Cables']",Female,"[[{'exercise': 'BB Flat Bench Press*', 'sets': 5, 'reps': 4}, {'exercise': 'DB Incline Press', 'sets': 4, 'reps': 14}, {'exercise': 'Standing High Pulley Cable Fly', 'sets': 4, 'reps': 14}, {'exercise': 'Push-Ups', 'sets': 1, 'reps': 15}], [{'exercise': 'BB Flat Bench Press (with 40x0 tempo)', 'sets': 8, 'reps': 8}, {'exercise': 'DB Incline Fly', 'sets': 4, 'reps': 12}, {'exercise': 'Standing High Pulley Cable Fly', 'sets': 4, 'reps': 14}, {'exercise': 'Seated Chest Press Drop Set*', 'sets': 1, 'reps': 7}], []]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Barbell Row', 'sets': 5, 'reps': 5}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 8}, {'exercise': 'Wide Grip Lat Pulldown', 'sets': 3, 'reps': 10}, {'exercise': 'High Machine Seated Row', 'sets': 3, 'reps': 12}], [{'exercise': 'Pullup', 'sets': 4, 'reps': 8}, {'exercise': 'Dumbbell Pullover', 'sets': 3, 'reps': 10}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 10}, {'exercise': 'Single Arm Cable Pulldown', 'sets': 3, 'reps': 12}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Barbell Row', 'sets': 5, 'reps': 5}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 8}, {'exercise': 'Wide Grip Lat Pulldown', 'sets': 3, 'reps': 10}, {'exercise': 'High Machine Seated Row', 'sets': 3, 'reps': 12}], [{'exercise': 'Pullup', 'sets': 4, 'reps': 8}, {'exercise': 'Dumbbell Pullover', 'sets': 3, 'reps': 10}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 10}, {'exercise': 'Single Arm Cable Pulldown', 'sets': 3, 'reps': 12}]]"
Build Muscle,Beginner,1,37.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Male,"[[{'exercise': 'Deadlift', 'sets': 3, 'reps': 3}, {'exercise': 'Wide Grip Weighted Pull Ups', 'sets': 3, 'reps': 8}, {'exercise': 'Barbell Rows', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Shrugs', 'sets': 3, 'reps': 10}], [{'exercise': 'Rack Pull - Above the Knee', 'sets': 3, 'reps': 8}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 14}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Smith Machine Shrug', 'sets': 5, 'reps': 20}], [{'exercise': 'Rack Pull - Below the Knee', 'sets': 3, 'reps': 5}, {'exercise': 'Chin Ups', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 5, 'reps': 10}, {'exercise': 'Barbell Shrug', 'sets': 3, 'reps': 14}]]"
Build Muscle,Beginner,1,37.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Female,"[[{'exercise': 'Deadlift', 'sets': 3, 'reps': 3}, {'exercise': 'Wide Grip Weighted Pull Ups', 'sets': 3, 'reps': 8}, {'exercise': 'Barbell Rows', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Shrugs', 'sets': 3, 'reps': 10}], [{'exercise': 'Rack Pull - Above the Knee', 'sets': 3, 'reps': 8}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 14}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 15}, {'exercise': 'Smith Machine Shrug', 'sets': 5, 'reps': 20}], [{'exercise': 'Rack Pull - Below the Knee', 'sets': 3, 'reps': 5}, {'exercise': 'Chin Ups', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 5, 'reps': 10}, {'exercise': 'Barbell Shrug', 'sets': 3, 'reps': 14}]]"
Build Muscle,Advanced,1,67.5,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Close Grip Seated Cable Row', 'sets': 2, 'reps': 3}, {'exercise': 'Underhand Grip Bent Row', 'sets': 3, 'reps': 3}, {'exercise': 'Stiff Arm Pull Down', 'sets': 1, 'reps': 2}, {'exercise': 'Close Grip Pull Down', 'sets': 1, 'reps': 2}, {'exercise': 'Smith Machine BTN Press', 'sets': 2, 'reps': 3}, {'exercise': 'Wide Grip Cable Upright Row', 'sets': 2, 'reps': 3}, {'exercise': 'Dumbbell Lateral Raise', 'sets': 1, 'reps': 2}, {'exercise': 'Reverse Fly Machine', 'sets': 1, 'reps': 2}], [{'exercise': 'Seated Pullover Machine', 'sets': 1, 'reps': 2}, {'exercise': 'Underhand Grip Pull Down', 'sets': 3, 'reps': 3}, {'exercise': 'Underhand Grip Seated Cable Row', 'sets': 2, 'reps': 2}, {'exercise': 'One Arm Dumbbell Row', 'sets': 2, 'reps': 3}, {'exercise': 'Seated Side Lateral Machine', 'sets': 1, 'reps': 2}, {'exercise': 'Seated Dumbbell Press', 'sets': 2, 'reps': 3}, {'exercise': 'High Cable Rope Pulls', 'sets': 1, 'reps': 2}, {'exercise': 'Single Arm Cable Lateral Raise', 'sets': 1, 'reps': 3}], [{'exercise': 'Dumbbell Pullover', 'sets': 2, 'reps': 2}, {'exercise': 'Close Grip T Bar Row', 'sets': 2, 'reps': 3}, {'exercise': 'Close Grip Seated Hammer Row', 'sets': 2, 'reps': 3}, {'exercise': 'Underhand Grip Smith Row', 'sets': 3, 'reps': 2}, {'exercise': 'Incline Dumbbell Lateral Raise', 'sets': 3, 'reps': 3}, {'exercise': 'Wide Grip Cable Upright Row', 'sets': 2, 'reps': 3}, {'exercise': 'Machine Shoulder Press', 'sets': 2, 'reps': 2}, {'exercise': 'One Arm Cable Rear Delt Fly', 'sets': 3, 'reps': 2}], [{'exercise': 'Hammer Row', 'sets': 2, 'reps': 3}, {'exercise': 'Stiff Arm Pull Down', 'sets': 2, 'reps': 3}, {'exercise': 'Underhand Grip Pull Down', 'sets': 2, 'reps': 3}, {'exercise': 'One Arm Dumbbell Row', 'sets': 2, 'reps': 3}, {'exercise': 'Barbell Military Press', 'sets': 2, 'reps': 3}, {'exercise': 'Bent Over Reverse Fly', 'sets': 2, 'reps': 3}, {'exercise': 'Dumbbell Lateral Raise', 'sets': 2, 'reps': 3}, {'exercise': 'Wide Grip Upright Row', 'sets': 2, 'reps': 3}]]"
Build Muscle,Intermediate,1,37.5,"['Barbell', 'Bodyweight', 'Cables']",Male,"[[{'exercise': 'Wide grip pull ups', 'sets': 4, 'reps': 15}, {'exercise': 'Superset lat pull down / seated row', 'sets': 4, 'reps': 10}, {'exercise': 'Bent over barbell row', 'sets': 4, 'reps': 10}], [{'exercise': 'Assisted pull ups / lat pull downs superset', 'sets': 4, 'reps': 13}, {'exercise': 'Seated row drop set', 'sets': 3, 'reps': 15}, {'exercise': 'Bodyweight row', 'sets': 4, 'reps': 9}, {'exercise': 'One arm cable row (3-1-3 rep timing)', 'sets': 3, 'reps': 10}], [{'exercise': 'Wide grip pull ups', 'sets': 4, 'reps': 9}, {'exercise': 'Lat pull downs', 'sets': 3, 'reps': 10}, {'exercise': 'Bent over row', 'sets': 4, 'reps': 7}, {'exercise': 'One arm cable row (3-1-3 rep timing)', 'sets': 4, 'reps': 15}], [{'exercise': 'Tri set: Assisted pull ups/lat pull down/seated row', 'sets': 3, 'reps': 10}, {'exercise': 'Straight arm lat pull down (2-1-2 rep timing)', 'sets': 3, 'reps': 12}, {'exercise': 'Bodyweight row', 'sets': 3, 'reps': 15}]]"
Build Muscle,Intermediate,1,37.5,"['Barbell', 'Bodyweight', 'Cables']",Female,"[[{'exercise': 'Wide grip pull ups', 'sets': 4, 'reps': 15}, {'exercise': 'Superset lat pull down / seated row', 'sets': 4, 'reps': 10}, {'exercise': 'Bent over barbell row', 'sets': 4, 'reps': 10}], [{'exercise': 'Assisted pull ups / lat pull downs superset', 'sets': 4, 'reps': 13}, {'exercise': 'Seated row drop set', 'sets': 3, 'reps': 15}, {'exercise': 'Bodyweight row', 'sets': 4, 'reps': 9}, {'exercise': 'One arm cable row (3-1-3 rep timing)', 'sets': 3, 'reps': 10}], [{'exercise': 'Wide grip pull ups', 'sets': 4, 'reps': 9}, {'exercise': 'Lat pull downs', 'sets': 3, 'reps': 10}, {'exercise': 'Bent over row', 'sets': 4, 'reps': 7}, {'exercise': 'One arm cable row (3-1-3 rep timing)', 'sets': 4, 'reps': 15}], [{'exercise': 'Tri set: Assisted pull ups/lat pull down/seated row', 'sets': 3, 'reps': 10}, {'exercise': 'Straight arm lat pull down (2-1-2 rep timing)', 'sets': 3, 'reps': 12}, {'exercise': 'Bodyweight row', 'sets': 3, 'reps': 15}]]"
Increase Strength,Intermediate,1,37.5,"['Barbell', 'Machines']",Male,"[[{'exercise': 'Romanian Deadlift', 'sets': 4, 'reps': 7}, {'exercise': 'Glute Ham Raise', 'sets': 3, 'reps': 9}]]"
Increase Strength,Intermediate,1,37.5,"['Barbell', 'Machines']",Female,"[[{'exercise': 'Romanian Deadlift', 'sets': 4, 'reps': 7}, {'exercise': 'Glute Ham Raise', 'sets': 3, 'reps': 9}]]"
Build Muscle,Intermediate,1,52.5,"['Dumbbells', 'Machines', 'Other']",Male,"[[{'exercise': 'Assited Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'One Arm Machine Row', 'sets': 4, 'reps': 9}, {'exercise': 'T-Bar Row', 'sets': 4, 'reps': 11}, {'exercise': 'Pullover', 'sets': 3, 'reps': 11}, {'exercise': 'Low Back Extension (drop sets)', 'sets': 3, 'reps': 12}]]"
Build Muscle,Intermediate,1,52.5,"['Dumbbells', 'Machines', 'Other']",Female,"[[{'exercise': 'Assited Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'One Arm Machine Row', 'sets': 4, 'reps': 9}, {'exercise': 'T-Bar Row', 'sets': 4, 'reps': 11}, {'exercise': 'Pullover', 'sets': 3, 'reps': 11}, {'exercise': 'Low Back Extension (drop sets)', 'sets': 3, 'reps': 12}]]"
Build Muscle,Beginner,1,22.5,"['Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Front lat pulldown', 'sets': 3, 'reps': 13}, {'exercise': 'Seated rows', 'sets': 2, 'reps': 10}, {'exercise': 'One arm dumbbell row', 'sets': 2, 'reps': 10}]]"
Build Muscle,Beginner,1,22.5,"['Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Front lat pulldown', 'sets': 3, 'reps': 13}, {'exercise': 'Seated rows', 'sets': 2, 'reps': 10}, {'exercise': 'One arm dumbbell row', 'sets': 2, 'reps': 10}]]"
