Goals,Level,Days,Time,Equipments,Gender,Workout
Build Muscle,Beginner,1,32.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Pushups', 'sets': 3, 'reps': 30}, {'exercise': 'Incline Barbell Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Low Incline Dumbbell Fly', 'sets': 3, 'reps': 11}, {'exercise': 'Seated Machine Chest Press', 'sets': 3, 'reps': 12}, {'exercise': 'Single Arm Cable Crossover', 'sets': 3, 'reps': 12}]]"
Build Muscle,Beginner,1,32.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Pushups', 'sets': 3, 'reps': 30}, {'exercise': 'Incline Barbell Bench Press', 'sets': 5, 'reps': 8}, {'exercise': 'Low Incline Dumbbell Fly', 'sets': 3, 'reps': 11}, {'exercise': 'Seated Machine Chest Press', 'sets': 3, 'reps': 12}, {'exercise': 'Single Arm Cable Crossover', 'sets': 3, 'reps': 12}]]"
Increase Strength,Intermediate,4,67.5,"['Barbell', 'Dumbbells', 'EZ Bar']",Male,"[[{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '70% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '70% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '80% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '80% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 3, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 3, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '90% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '90% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '100% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM ', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM ', 'sets': 1, 'reps': 1}, {'exercise': '110% of 1RM', 'sets': 1, 'reps': 1}]]"
Increase Strength,Intermediate,4,67.5,"['Barbell', 'Dumbbells', 'EZ Bar']",Female,"[[{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '70% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '60% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '70% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '80% of 1RM', 'sets': 4, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '80% of 1RM', 'sets': 4, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 3, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 3, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '90% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '90% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 2, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '100% of 1RM', 'sets': 1, 'reps': 15}, {'exercise': '80% of 1RM', 'sets': 1, 'reps': 15}], [{'exercise': 'Bar', 'sets': 1, 'reps': 10}, {'exercise': '35% of 1RM', 'sets': 1, 'reps': 10}, {'exercise': '45% of 1RM', 'sets': 1, 'reps': 5}, {'exercise': '55% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '65% of 1RM', 'sets': 1, 'reps': 3}, {'exercise': '75% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '85% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': '95% of 1RM', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM ', 'sets': 1, 'reps': 1}, {'exercise': 'of 1RM ', 'sets': 1, 'reps': 1}, {'exercise': '110% of 1RM', 'sets': 1, 'reps': 1}]]"
Build Muscle,Beginner,4,52.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Deadlifts', 'sets': 3, 'reps': 3}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 5}, {'exercise': 'Pendlay Rows', 'sets': 3, 'reps': 9}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'One Arm Dumbbell Rows', 'sets': 2, 'reps': 23}, {'exercise': 'Dips', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Shrugs', 'sets': 3, 'reps': 14}], [{'exercise': 'Pull Ups or Inverted Rows (Rest-Pause)', 'sets': 6, 'reps': 15}, {'exercise': 'Machine Chest Press (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Lat Pull Downs (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Dumbbell Flye or Pec Dec (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Dumbbell Shrugs (Rest-Pause)', 'sets': 6, 'reps': 10}], [{'exercise': 'Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Hack Squat or Dumbbell Lunges', 'sets': 3, 'reps': 10}, {'exercise': 'Leg Extensions or Leg Press', 'sets': 3, 'reps': 14}, {'exercise': 'Stiff Leg Deadlift', 'sets': 3, 'reps': 9}, {'exercise': 'Leg Curls', 'sets': 4, 'reps': 14}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 16}], [{'exercise': 'Seated Overhead Press', 'sets': 4, 'reps': 10}, {'exercise': 'Upright Row or Seated Dumbbell Press', 'sets': 3, 'reps': 10}, {'exercise': 'Side Lateral Raise Superset with Bent Over Reverse Flye', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 10}, {'exercise': 'EZ Bar Preacher Curl', 'sets': 3, 'reps': 11}, {'exercise': 'Cable Tricep Extensions', 'sets': 3, 'reps': 11}]]"
Build Muscle,Beginner,4,52.5,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Deadlifts', 'sets': 3, 'reps': 3}, {'exercise': 'Bench Press', 'sets': 3, 'reps': 5}, {'exercise': 'Pendlay Rows', 'sets': 3, 'reps': 9}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'One Arm Dumbbell Rows', 'sets': 2, 'reps': 23}, {'exercise': 'Dips', 'sets': 3, 'reps': 15}, {'exercise': 'Barbell Shrugs', 'sets': 3, 'reps': 14}], [{'exercise': 'Pull Ups or Inverted Rows (Rest-Pause)', 'sets': 6, 'reps': 15}, {'exercise': 'Machine Chest Press (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Lat Pull Downs (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Dumbbell Flye or Pec Dec (Rest-Pause)', 'sets': 6, 'reps': 10}, {'exercise': 'Dumbbell Shrugs (Rest-Pause)', 'sets': 6, 'reps': 10}], [{'exercise': 'Squats', 'sets': 4, 'reps': 9}, {'exercise': 'Hack Squat or Dumbbell Lunges', 'sets': 3, 'reps': 10}, {'exercise': 'Leg Extensions or Leg Press', 'sets': 3, 'reps': 14}, {'exercise': 'Stiff Leg Deadlift', 'sets': 3, 'reps': 9}, {'exercise': 'Leg Curls', 'sets': 4, 'reps': 14}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 16}], [{'exercise': 'Seated Overhead Press', 'sets': 4, 'reps': 10}, {'exercise': 'Upright Row or Seated Dumbbell Press', 'sets': 3, 'reps': 10}, {'exercise': 'Side Lateral Raise Superset with Bent Over Reverse Flye', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 10}, {'exercise': 'EZ Bar Preacher Curl', 'sets': 3, 'reps': 11}, {'exercise': 'Cable Tricep Extensions', 'sets': 3, 'reps': 11}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines', 'Other']",Male,"[[{'exercise': 'Incline Bench Press', 'sets': 6, 'reps': 4}, {'exercise': 'Low Incline Dumbbell Fly', 'sets': 3, 'reps': 7}, {'exercise': 'Weighted Dip', 'sets': 3, 'reps': 9}, {'exercise': 'Flat Bench Cable Fly', 'sets': 3, 'reps': 11}], [{'exercise': 'Incline Dumbbell Press', 'sets': 6, 'reps': 5}, {'exercise': 'Flat Dumbbell Fly', 'sets': 3, 'reps': 7}, {'exercise': 'Decline Dumbbell Bench Press', 'sets': 3, 'reps': 11}, {'exercise': 'Pushups', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines', 'Other']",Female,"[[{'exercise': 'Incline Bench Press', 'sets': 6, 'reps': 4}, {'exercise': 'Low Incline Dumbbell Fly', 'sets': 3, 'reps': 7}, {'exercise': 'Weighted Dip', 'sets': 3, 'reps': 9}, {'exercise': 'Flat Bench Cable Fly', 'sets': 3, 'reps': 11}], [{'exercise': 'Incline Dumbbell Press', 'sets': 6, 'reps': 5}, {'exercise': 'Flat Dumbbell Fly', 'sets': 3, 'reps': 7}, {'exercise': 'Decline Dumbbell Bench Press', 'sets': 3, 'reps': 11}, {'exercise': 'Pushups', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,2,12.5,['Barbell'],Male,"[[{'exercise': 'Bench Press - 135lbs', 'sets': 3, 'reps': 5}, {'exercise': 'Bench Press - 135lbs', 'sets': 3, 'reps': 10}, {'exercise': 'Bench Press - 135lbs', 'sets': 1, 'reps': 15}]]"
Build Muscle,Intermediate,2,12.5,['Barbell'],Female,"[[{'exercise': 'Bench Press - 135lbs', 'sets': 3, 'reps': 5}, {'exercise': 'Bench Press - 135lbs', 'sets': 3, 'reps': 10}, {'exercise': 'Bench Press - 135lbs', 'sets': 1, 'reps': 15}]]"
Build Muscle,Beginner,1,22.5,"['Dumbbells', 'Machines']",Male,"[[{'exercise': 'Smith Machine Incline Press', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Flat Press', 'sets': 2, 'reps': 10}, {'exercise': 'Flat Bench Dumbbell Flys', 'sets': 2, 'reps': 10}]]"
Build Muscle,Beginner,1,22.5,"['Dumbbells', 'Machines']",Female,"[[{'exercise': 'Smith Machine Incline Press', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Flat Press', 'sets': 2, 'reps': 10}, {'exercise': 'Flat Bench Dumbbell Flys', 'sets': 2, 'reps': 10}]]"
Increase Strength,Beginner,4,52.5,['Barbell'],Male,"[[], []]"
Increase Strength,Beginner,4,52.5,['Barbell'],Female,"[[], []]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Male,"[[{'exercise': 'Incline Dumbbell Flye', 'sets': 3, 'reps': 9}, {'exercise': 'Incline Barbell Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'Flat Cable Flye', 'sets': 3, 'reps': 11}, {'exercise': 'Flat Dumbbell Bench Press', 'sets': 3, 'reps': 11}, {'exercise': 'Cable Crossover', 'sets': 3, 'reps': 12}, {'exercise': 'Chest Dip', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells']",Female,"[[{'exercise': 'Incline Dumbbell Flye', 'sets': 3, 'reps': 9}, {'exercise': 'Incline Barbell Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'Flat Cable Flye', 'sets': 3, 'reps': 11}, {'exercise': 'Flat Dumbbell Bench Press', 'sets': 3, 'reps': 11}, {'exercise': 'Cable Crossover', 'sets': 3, 'reps': 12}, {'exercise': 'Chest Dip', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Bodyweight', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Flat Dumbbell Press', 'sets': 4, 'reps': 7}, {'exercise': 'Incline Dumbbell Press', 'sets': 5, 'reps': 7}, {'exercise': 'Hammer Strength Decline Press', 'sets': 4, 'reps': 10}, {'exercise': 'Cable crossover or Machine Flys', 'sets': 4, 'reps': 10}, {'exercise': 'Pushups', 'sets': 3, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Bodyweight', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Flat Dumbbell Press', 'sets': 4, 'reps': 7}, {'exercise': 'Incline Dumbbell Press', 'sets': 5, 'reps': 7}, {'exercise': 'Hammer Strength Decline Press', 'sets': 4, 'reps': 10}, {'exercise': 'Cable crossover or Machine Flys', 'sets': 4, 'reps': 10}, {'exercise': 'Pushups', 'sets': 3, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Dumbbells']",Male,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 5, 'reps': 6}, {'exercise': 'Incline Dumbbell Iso Press', 'sets': 4, 'reps': 4}, {'exercise': 'Close Grip Bench Press', 'sets': 3, 'reps': 3}, {'exercise': 'Dips', 'sets': 2, 'reps': 15}, {'exercise': 'Pushups', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,1,52.5,"['Barbell', 'Bodyweight', 'Dumbbells']",Female,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 5, 'reps': 6}, {'exercise': 'Incline Dumbbell Iso Press', 'sets': 4, 'reps': 4}, {'exercise': 'Close Grip Bench Press', 'sets': 3, 'reps': 3}, {'exercise': 'Dips', 'sets': 2, 'reps': 15}, {'exercise': 'Pushups', 'sets': 2, 'reps': 15}]]"
Build Muscle,Intermediate,1,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Bench Press - Cluster Sets', 'sets': 8, 'reps': 5}, {'exercise': 'Incline Dumbbell Bench Press - Superset #1', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Dumbbell Flye - Superset #1', 'sets': 3, 'reps': 10}, {'exercise': 'Machine Chest Press - Superset #2', 'sets': 3, 'reps': 10}, {'exercise': 'Pec Dec or Cable Crossovers - Superset #2', 'sets': 3, 'reps': 10}, {'exercise': 'Dips - Superset #3', 'sets': 3, 'reps': 15}, {'exercise': 'Push Ups - Superset #3', 'sets': 3, 'reps': 15}], [{'exercise': 'Dumbbell Flye or Cable Crossover - Pre-Fatigue', 'sets': 5, 'reps': 10}, {'exercise': 'Paused Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 11}, {'exercise': 'Decline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Pec Dec or Machine Bench Press - Burn', 'sets': 2, 'reps': 35}], [{'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Cable Crossovers to Upper Chest', 'sets': 5, 'reps': 10}, {'exercise': 'Push Ups with Feet on Bench', 'sets': 5, 'reps': 15}], [{'exercise': 'Bench Press', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 5, 'reps': 10}, {'exercise': 'Dumbbell Flyes', 'sets': 5, 'reps': 13}, {'exercise': 'Dips or Push Ups', 'sets': 5, 'reps': 15}]]"
